#chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_CC-20-1	methylation_level_CC-22-1	methylation_level_CC-22-2	methylation_level_CC-26-1	methylation_level_CC-26-2	methylation_level_CH-20-1	methylation_level_CH-20-2	methylation_level_CH-20-3	methylation_level_CH-22-1	methylation_level_CH-22-2	methylation_level_CH-26-1	methylation_level_CH-26-2	methylation_level_BC-20-1	methylation_level_BC-20-2	methylation_level_BC-22-1	methylation_level_BC-22-2	methylation_level_BC-26-1	methylation_level_BC-26-2	methylation_level_BH-20-1	methylation_level_BH-20-2	methylation_level_BH-22-1	methylation_level_BH-22-2	methylation_level_BH-26-1	methylation_level_BH-26-2
Sc0000000	778149	778338	5	CC-26-2,BC-26-2,CC-26-1,BH-26-1	BH-22-1,CH-26-1,BC-22-1,BC-26-1,BH-22-2,CH-22-1,BC-20-2,BH-26-2	NA	NA	0.0	0.8819875776397516	0.7983193277310925	NA	NA	NA	0.47058823529411764	NA	0.0	0.65625	NA	0.14285714285714285	0.047619047619047616	NA	0.3770491803278688	0.961038961038961	NA	NA	0.08695652173913043	0.030303030303030304	0.9647058823529412	0.4032258064516129
Sc0000000	862687	862762	4	BC-26-2,BH-26-1,CH-20-3	BC-22-1,BC-26-1,BH-22-1,BH-26-2,CH-26-1,CH-26-2	0.8695652173913043	NA	0.9	0.7441860465116279	0.8786407766990292	0.8571428571428571	0.8181818181818182	0.8571428571428571	0.9166666666666666	NA	0.0	0.5849056603773585	0.811965811965812	0.8235294117647058	0.15384615384615385	0.8181818181818182	0.1	0.9830508474576272	0.8138528138528138	0.7058823529411765	0.30434782608695654	0.8366533864541833	0.9565217391304348	0.23529411764705882
Sc0000000	1328107	1328435	4	CH-22-1,CH-20-1	BH-22-2,CH-26-1,BH-26-2	NA	0.16666666666666666	0.4444444444444444	NA	NA	0.6896551724137931	NA	0.06666666666666667	0.697560975609756	0.0	0.0	NA	0.16666666666666666	0.0	0.27586206896551724	1.0	0.0	NA	0.25	NA	0.07692307692307693	0.16	NA	0.014705882352941176
Sc0000000	1354612	1354874	4	CC-26-2,BC-26-1,BC-26-2,BH-26-1,CC-26-1	CC-22-2,CH-20-3,BC-20-1,BH-20-1,BH-22-1,BH-22-2,BC-22-1,CC-20-1,CC-22-1,CH-26-1,BH-26-2	0.5454545454545454	0.0	0.0	0.6162790697674418	0.603125	0.6	0.16666666666666666	0.18181818181818182	0.6666666666666666	0.09090909090909091	0.0	0.5294117647058824	0.37037037037037035	0.75	0.03333333333333333	NA	0.5975609756097561	0.5850340136054422	0.20833333333333334	NA	0.061224489795918366	0.09615384615384616	0.7323943661971831	0.30708661417322836
Sc0000001	820171	820205	3	CC-26-2	CH-20-2,BH-20-1,BH-20-2,BH-22-2	0.2777777777777778	NA	NA	0.8064516129032258	0.7597765363128491	0.8064516129032258	0.15151515151515152	0.3225806451612903	0.775	NA	NA	0.7777777777777778	0.45	0.46153846153846156	NA	NA	0.8285714285714286	0.7962962962962963	0.3170731707317073	0.2608695652173913	NA	0.3076923076923077	0.8695652173913043	0.8333333333333334
Sc0000001	916097	916328	3	CC-26-2	BC-22-1,BC-26-1,BH-22-1,BH-26-2	0.7666666666666667	0.6	0.6891891891891891	0.8390804597701149	0.8738404452690167	0.7727272727272727	0.797752808988764	0.7730496453900709	0.819672131147541	NA	0.7142857142857143	0.7978723404255319	0.6530612244897959	0.7066666666666667	0.17391304347826086	0.7948717948717948	0.6379310344827587	0.8552036199095022	0.7357142857142858	0.8214285714285714	0.35714285714285715	0.7202072538860104	0.8724489795918368	0.5955056179775281
Sc0000001	918479	918609	3	CH-20-3,BC-20-1,BC-20-2,BH-20-1,BH-20-2,BH-22-2	CH-26-1,CH-26-2,BC-22-1,BC-26-1,BH-22-1,BH-26-2,CC-22-2,CC-26-1,CC-26-2,CH-22-2,BC-26-2,BH-26-1	0.849624060150376	NA	0.3333333333333333	0.5238095238095238	0.6792452830188679	0.8444444444444444	0.8813559322033898	0.8412017167381974	0.9047619047619048	0.0	0.1	0.3	0.9050632911392406	0.9130434782608695	0.28125	0.8095238095238095	0.1951219512195122	0.4864864864864865	0.8874458874458875	0.883495145631068	0.36	0.8333333333333334	0.509090909090909	0.358974358974359
Sc0000001	923241	923417	3	CC-20-1,CH-22-1	CC-22-2,CC-26-2,BH-22-1,BH-26-2,CC-22-1,CH-26-1	0.9433962264150944	0.4	0.6756756756756757	0.796875	0.8109452736318408	0.8909090909090909	0.75	0.7878787878787878	0.9066666666666666	NA	0.4	0.8125	0.8311688311688312	0.8085106382978723	0.5652173913043478	0.8125	0.7105263157894737	0.9180327868852459	0.8297872340425532	0.875	0.2	0.8275862068965517	0.9428571428571428	0.4166666666666667
Sc0000003	1494008	1494333	3	CH-20-3,CC-20-1,CH-20-1,CH-20-2,CH-22-1,BC-20-1,BC-20-2,BH-20-1,BH-20-2,BH-22-2	CC-26-2,CH-22-2,BC-26-2,BC-26-1,CC-26-1,BH-26-1,BH-26-2	0.9394285714285714	0.8734177215189873	0.8957055214723927	0.8801932367149758	0.8875299760191847	0.9211295034079844	0.958904109589041	0.9506688963210702	0.9352617079889807	0.7105263157894737	0.7368421052631579	0.8911819887429644	0.9426656738644825	0.9344262295081968	0.9067796610169492	0.9340974212034384	0.8850085178875639	0.8764669549104386	0.9381362568519969	0.9525316455696202	0.8914728682170543	0.9428274428274428	0.8915906788247214	0.8699453551912568
Sc0000004	1370549	1370597	3	CC-26-1,BH-26-1,BH-26-2,CH-20-3,CH-26-2,BH-20-2	CH-22-2,BC-26-1,CC-22-2,CH-20-1,CH-22-1,BH-22-1	0.2	NA	0.24390243902439024	0.696969696969697	0.5614035087719298	0.32142857142857145	0.47058823529411764	0.5681818181818182	0.30337078651685395	0.058823529411764705	0.3	0.6794871794871795	0.4	0.43333333333333335	0.3793103448275862	NA	0.3508771929824561	0.7083333333333334	0.4444444444444444	0.6923076923076923	0.22727272727272727	0.32	0.8055555555555556	0.4583333333333333
