#chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_CC-20-1	methylation_level_CC-22-1	methylation_level_CC-22-2	methylation_level_CC-26-1	methylation_level_CC-26-2	methylation_level_CH-20-1	methylation_level_CH-20-2	methylation_level_CH-20-3	methylation_level_CH-22-1	methylation_level_CH-22-2	methylation_level_CH-26-1	methylation_level_CH-26-2
Sc0000000	1353814	1353853	3	CC-26-2	CH-22-2,CH-20-3	NA	NA	NA	NA	1.0	NA	NA	0.0	NA	0.0	NA	0.625
Sc0000003	1494008	1494333	3	CH-20-3,CC-20-1,CH-20-1,CH-20-2,CH-22-1	CC-26-2,CC-26-1	0.9394285714285714	0.8734177215189873	0.8957055214723927	0.8801932367149758	0.8875299760191847	0.9211295034079844	0.958904109589041	0.9506688963210702	0.9352617079889807	0.7105263157894737	0.7368421052631579	0.8911819887429644
Sc0000003	1494774	1494949	3	CC-20-1,CH-20-3,CC-26-1,CC-26-2	CH-20-1,CH-22-2,CC-22-2,CH-22-1	0.9153439153439153	0.9714285714285714	0.6929133858267716	0.8877980364656382	0.8939030244839175	0.8090225563909774	0.9227053140096618	0.9205219454329775	0.8315481986368062	0.5116279069767442	0.8297872340425532	0.8827751196172249
Sc0000006	307074	307365	4	CH-22-1	CC-26-1,CH-26-2,CC-26-2,CH-20-3,CH-26-1	0.7894736842105263	NA	0.9056603773584906	0.7461538461538462	0.7397959183673469	0.912568306010929	0.8	0.4645669291338583	0.8850855745721271	0.9047619047619048	0.3333333333333333	0.6304347826086957
Sc0000006	310041	310270	3	CH-20-1,CH-22-1	CC-20-1,CH-20-2,CH-20-3	0.19047619047619047	NA	0.9438202247191011	0.8969072164948454	0.9039301310043668	0.9731182795698925	0.358974358974359	0.1891891891891892	0.9453924914675768	NA	0.5	0.9454545454545454
Sc0000006	1419131	1419308	3	CH-20-3,CH-22-1,CC-20-1	CH-22-2,CH-26-1	0.4444444444444444	0.08108108108108109	0.25773195876288657	0.0	0.22807017543859648	0.21568627450980393	0.25	0.5485714285714286	0.422680412371134	0.039473684210526314	0.0	0.08333333333333333
Sc0000009	1305719	1305836	4	CC-26-2	CC-22-1,CH-22-1,CH-22-2,CH-20-2	0.9212598425196851	0.045454545454545456	NA	0.9009009009009009	0.953941541186891	NA	0.7213114754098361	0.8955223880597015	0.3333333333333333	0.09375	NA	0.9384615384615385
Sc0000010	991461	991635	3	CC-26-2	CC-22-2,CH-22-1	0.8571428571428571	NA	0.22727272727272727	0.4444444444444444	0.7708333333333334	0.6060606060606061	0.9375	0.86	0.5777777777777777	NA	NA	0.8571428571428571
Sc0000013	14325	14461	4	CC-26-2	CC-22-1,CC-22-2,CH-22-2,CH-26-1,CH-22-1	0.8501118568232662	0.225	0.6445497630331753	0.8853503184713376	0.9335006273525721	0.8080357142857143	0.8798076923076923	0.8663484486873508	0.7757731958762887	0.1836734693877551	0.20588235294117646	0.837037037037037
Sc0000014	375054	375109	3	CC-26-2	CC-22-2	NA	NA	0.0	NA	0.8	NA	NA	NA	NA	0.0	NA	NA
Sc0000017	33680	33754	3	CC-20-1,CC-26-2,CH-20-3	CC-22-2,CC-26-1,CH-20-1,CH-22-1,CH-26-1,CC-22-1	0.8723404255319149	0.5925925925925926	0.6923076923076923	0.7189542483660131	0.9181446111869032	0.7548209366391184	0.8902439024390244	0.8878695208970439	0.7248677248677249	0.6	0.3	0.8225806451612904
Sc0000019	306942	306981	3	CC-26-2	CC-22-2,CH-20-1,CH-22-1	NA	NA	0.2	0.968421052631579	0.9483282674772037	0.3333333333333333	NA	NA	0.23076923076923078	NA	NA	0.9512195121951219
Sc0000022	859545	859842	3	CC-26-2	CH-20-3,CC-22-1,CC-22-2,CH-22-1,CH-22-2	0.7628205128205128	0.2826086956521739	0.3888888888888889	0.8120300751879699	0.7772585669781932	0.6171875	0.7614678899082569	0.6967213114754098	0.72	0.4090909090909091	NA	0.7866666666666666
Sc0000023	400585	400693	4	CC-26-2	CC-22-1,CH-22-2,CH-26-1,CH-20-3	0.375	0.2564102564102564	0.4574468085106383	0.625	0.8408408408408409	0.6666666666666666	0.4	0.3382352941176471	0.6176470588235294	0.0196078431372549	0.09375	0.5777777777777777
Sc0000025	1060316	1060561	4	CC-26-2,CH-26-2	CC-22-1,CH-20-2,CH-26-1,CH-22-1,CH-20-3	NA	0.15789473684210525	0.6428571428571429	0.9097222222222222	0.9285714285714286	0.96	0.3157894736842105	0.5384615384615384	0.559322033898305	NA	0.2558139534883721	0.8605769230769231
Sc0000030	195726	195739	3	CH-20-3	CH-26-1	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	0.0	NA
Sc0000036	633067	633319	3	CH-22-1,CH-20-1	CC-26-2,CH-26-1,CC-22-1,CC-26-1	0.8529411764705882	0.0	0.6923076923076923	0.0	0.28	0.8468468468468469	0.8	0.75	0.9040404040404041	0.1111111111111111	0.05555555555555555	NA
Sc0000036	633761	633953	3	CH-22-1	CH-20-3,CH-22-2,CH-26-1,CH-26-2,CC-22-1	0.8322147651006712	0.5909090909090909	0.7580645161290323	NA	0.8125	0.905511811023622	0.9523809523809523	0.4845360824742268	0.947136563876652	0.16666666666666666	0.0	0.2
Sc0000036	636602	637023	6	CH-20-1,CH-22-1	CH-20-3,CC-22-1,CC-26-1,CH-26-1	0.8527472527472527	0.35714285714285715	0.7105263157894737	0.4230769230769231	0.7573221757322176	0.9127134724857685	0.7272727272727273	0.6367265469061876	0.929144385026738	0.6666666666666666	0.0	0.8333333333333334
Sc0000036	638399	638630	5	CH-22-1,CC-20-1,CH-20-1	CH-22-2,CC-26-1,CC-26-2,CH-20-3	0.7454545454545455	0.30434782608695654	0.5	0.10344827586206896	0.4689265536723164	0.8071428571428572	0.6754385964912281	0.526829268292683	0.8194130925507901	0.11764705882352941	0.0	0.0
Sc0000036	639355	639591	5	CH-22-1,CC-20-1	CH-20-3,CH-26-1,CH-26-2,CH-22-2	0.8545454545454545	0.625	0.7133333333333334	NA	0.6545454545454545	0.8678414096916299	0.9054054054054054	0.5190839694656488	0.9345238095238095	0.4675324675324675	0.0	0.07142857142857142
Sc0000036	639909	639983	3	CH-20-1,CH-22-1	CC-26-1,CC-26-2,CH-20-3,CH-26-1,CH-26-2	0.7086956521739131	0.6129032258064516	0.7191011235955056	0.3855421686746988	0.5276073619631901	0.9302325581395349	0.55	0.485	0.9507575757575758	0.4166666666666667	0.10526315789473684	0.391304347826087
Sc0000036	640497	641028	7	CH-22-1	CC-22-1,CC-26-1,CH-20-3,CH-22-2,CH-26-1	0.8917910447761194	0.15151515151515152	0.6721311475409836	0.0	0.7142857142857143	0.9085173501577287	0.8083832335329342	0.5544554455445545	0.8936170212765957	0.07692307692307693	0.0	NA
Sc0000036	643264	643361	3	CH-22-1,CH-20-1	CC-22-1,CC-26-1,CH-22-2,CH-20-3,CH-26-2,CH-26-1	0.7762237762237763	0.36363636363636365	0.6171875	0.0	0.6071428571428571	0.8691099476439791	0.8888888888888888	0.569060773480663	0.8734939759036144	0.125	0.0	0.0
Sc0000036	644341	644447	5	CH-20-1,CH-22-1	CC-26-1,CH-20-3,CH-26-2,CH-22-2,CC-26-2	0.87	0.6363636363636364	0.8203592814371258	0.3333333333333333	0.7355769230769231	0.9375	0.8059701492537313	0.5284090909090909	0.9436936936936937	0.38461538461538464	NA	0.2857142857142857
Sc0000036	649452	649719	5	CC-20-1,CC-22-2,CH-20-1,CH-22-1	CC-26-2,CC-26-1,CH-26-2,CH-20-3,CH-26-1	0.8533724340175953	0.9354838709677419	0.9074074074074074	0.7058823529411765	0.7408312958435208	0.9155963302752294	0.9166666666666666	0.5851851851851851	0.9380888290713324	0.6666666666666666	0.3333333333333333	0.6612903225806451
Sc0000036	649815	650020	4	CC-20-1,CH-20-1,CH-22-1	CC-26-1,CC-26-2,CH-26-2,CH-20-3	0.8822269807280514	0.5	0.75	0.5317220543806647	0.6372093023255814	0.855072463768116	0.8947368421052632	0.7234848484848485	0.873015873015873	0.5	0.6	0.5410628019323671
Sc0000036	650320	650883	9	CH-22-1,CH-20-1,CC-20-1	CH-20-3,CC-26-1,CH-26-2,CC-26-2	0.9111617312072893	0.4666666666666667	0.8564593301435407	0.645320197044335	0.7595725734639359	0.91375	0.8490566037735849	0.681881051175657	0.9422135161606269	0.4	0.5714285714285714	0.6731707317073171
Sc0000038	4672	4700	4	CH-22-1,CC-26-2	CC-22-1,CC-26-1,CH-26-2,CH-22-2,CC-20-1,CH-20-2,CH-20-3	0.6914893617021277	0.2608695652173913	0.7685185185185185	0.7008547008547008	0.7610389610389611	0.8173076923076923	0.75	0.6336206896551724	0.8975	0.2619047619047619	NA	0.5957446808510638
Sc0000038	822050	822060	3	CC-26-1,CC-26-2,CH-26-2	CH-26-1,CC-20-1,CC-22-2,CH-20-3,CH-22-1,CC-22-1,CH-22-2	0.3783783783783784	0.06666666666666667	0.4142857142857143	0.9183673469387755	0.89375	0.5	0.43478260869565216	0.4782608695652174	0.5503875968992248	0.23076923076923078	0.15789473684210525	0.9076923076923077
Sc0000041	614836	615200	3	CC-26-2,CH-22-1,CC-22-2	CC-20-1,CH-22-2	0.5416666666666666	0.3333333333333333	0.6017699115044248	0.5606060606060606	0.7021276595744681	0.6206896551724138	0.5	0.6101694915254238	0.6923076923076923	0.375	NA	0.6346153846153846
